Hybridization REF,chrom,start
PTBP2,1,96959966
DPYD,1,97315890
FLJ35409,1,98281501
SNX7,1,98899801
PAP2D,1,99128398
LOC646952,1,99447204
LPPR4,1,99502488
PALMD,1,99884182
SDFR2,1,99946847
AGL,1,100088228
SLC35A3,1,100208128
HIAT1,1,100276377
SASS6,1,100321688
FLJ10287,1,100371307
LRRC39,1,100386999
DBT,1,100432324
RTCD1,1,100504351
LOC646970,1,100570254
CDC14A,1,100590635
GPR88,1,100776281
LOC646980,1,100824790
VCAM1,1,100957885
EXTL2,1,101110529
SLC30A7,1,101134266
DPH5,1,101228105
EDG1,1,101475164
PPIAP7,1,101508770
LOC646217,1,102018495
OLFM3,1,102040718
HEJ1,1,102131248
COL11A1,1,103115583
LOC646997,1,103623926
LOC440597,1,103733295
LOC641705,1,103840915
RNPC3,1,103893839
AMY2B,1,103898845
AMY2A,1,103961522
AMY1A,1,103999664
AMY1B,1,104031564
AMYP1,1,104057865
AMY1C,1,104093964
LOC642337,1,104497451
LOC642456,1,105482221
LOC642505,1,106042178
LOC642519,1,106233679
LOC642536,1,106236050
LOC401957,1,106236496
LOC126987,1,106424902
HRMT1L6,1,107400932
NTNG1,1,107484268
LOC360165,1,107849143
LOC642674,1,107851710
VAV3,1,107915310
SLC25A24,1,108478968
NBPF4,1,108566610
LOC388657,1,108616596
NBPF5,1,108717329
LOC642790,1,108761973
LOC400768,1,108764840
LOC653149,1,108775893
LOC642818,1,108846503
FAM102B,1,108904622
C1orf59,1,108992447
PRPF38B,1,109036661
LOC642849,1,109057079
FNDC7,1,109066556
STXBP3,1,109090831
C1orf62,1,109180869
LOC642864,1,109201368
GPSM2,1,109221350
CLCC1,1,109276133
WDR47,1,109314359
LOC642881,1,109374211
LOC642894,1,109385805
TAF13,1,109408521
C1orf119,1,109434926
NDUFB3P1,1,109436612
LOC441895,1,109444619
LOC127003,1,109450102
KIAA1324,1,109458056
SARS,1,109558063
CELSR2,1,109594164
PSRC1,1,109623701
MYBPHL,1,109636510
SORT1,1,109653715
PSMA5,1,109745995
SYPL2,1,109824614
ATXN7L2,1,109828084
CYB561D1,1,109838245
AMIGO1,1,109850969
GPR61,1,109884032
GNAI3,1,109892824
GNAT2,1,109947237
AMPD2,1,109963982
LOC441896,1,109987432
GSTM4,1,110000226
GSTM2,1,110012214
GSTM1,1,110031965
GSTM5,1,110056388
GSTM3,1,110078077
EPS8L3,1,110094225
CSF1,1,110254980
AHCYL1,1,110328831
FAM40A,1,110378764
ALX3,1,110404139
UBL4B,1,110456585
LOC643110,1,110481232
SLC6A17,1,110494631
KCNC4,1,110555500
LOC653217,1,110667094
RBM15,1,110683468
SLC16A4,1,110707028
HBXIP,1,110745398
PROK1,1,110795311
LOC643160,1,110823155
KCNA10,1,110861362
KCNA2,1,110947299
KCNA3,1,111015825
LOC643225,1,111019294
LOC643232,1,111191821
OR11I1P,1,111198244
CD53,1,111217296
C1orf103,1,111291335
LOC643258,1,111374012
TMEM77,1,111461481
CEPT1,1,111483772
DENND2D,1,111531324
CHI3L2,1,111571804
LOC149620,1,111624204
LOC653261,1,111624205
CHIA,1,111635007
C1orf88,1,111690771
LOC441897,1,111727158
OVGP1,1,111758460
WDR77,1,111784035
ATP5F1,1,111793289
C1orf162,1,111818127
ADORA3,1,111827493
LOC643316,1,111943158
LOC643329,1,111963632
RAP1A,1,111963928
C1orf183,1,112069893
DDX20,1,112099777
KCND3,1,112119977
LOC643355,1,112326822
AF357532,1,112707241
CTTNBP2NL,1,112740383
LOC643396,1,112740410
WNT2B,1,112811563
ST7L,1,112867663
CAPZA1,1,112963990
MRPL53P1,1,112970017
MOV10,1,113018990
RHOC,1,113045276
PPM1J,1,113054139
FAM19A3,1,113064712
LOC128322,1,113092240
FLJ36116,1,113193958
SLC16A1,1,113256377
AFARP1,1,113267568
LRIG2,1,113417354
RPS19P2,1,113513134
LOC643441,1,113540932
MAGI3,1,113734894
PHTF1,1,114041360
RSBN1,1,114105977
PTPN22,1,114157960
C1orf178,1,114225149
AP4B1,1,114239201
DCLRE1B,1,114249561
HIPK1,1,114273519
OLFML3,1,114323553
SYT6,1,114435910
MRP63P1,1,114623147
TRIM33,1,114736922
LOC347675,1,114812363
LOC643586,1,114880139
BCAS2,1,114911701
DENND2C,1,114926993
AMPD1,1,115017245
NRAS,1,115051108
CSDE1,1,115061060
SIKE,1,115116919
LOC643609,1,115178857
SYCP1,1,115198978
TSHB,1,115373938
TSPAN2,1,115392155
NGFB,1,115630060
LOC643598,1,115677965
VANGL1,1,115995546
CASQ2,1,116044166
NHLH2,1,116180521
LOC400769,1,116201052
SLC22A15,1,116320642
C1orf161,1,116455899
ATP1A1,1,116717359
LOC148766,1,116767875
CD58,1,116858680
IGSF3,1,116918554
C1orf137,1,117038257
LOC391069,1,117057978
LOC339396,1,117084126
CD2,1,117098625
LOC643695,1,117109026
PTGFRN,1,117254212
IGSF2,1,117345957
TTF2,1,117404472
TRIM45,1,117455210
LOC441898,1,117481913
VTCN1,1,117487737
MAN1A2,1,117711608
LOC441899,1,117893560
FAM46C,1,117950127
LOC401959,1,117984957
LOC644047,1,118120662
GDAP2,1,118213560
WDR3,1,118273914
SPAG17,1,118297811
LOC644094,1,118958580
LOC343492,1,119057142
TBX15,1,119227189
WARS2,1,119375362
LOC343495,1,119563047
LOC644155,1,119630721
HAO2,1,119712925
HSD3B2,1,119759296
LOC391073,1,119778318
LOC644181,1,119783147
LOC391075,1,119806175
LOC391076,1,119811370
LOC391077,1,119839982
HSD3B1,1,119851374
LOC644213,1,119877699
LOC441900,1,119882655
LOC401960,1,119902901
LOC128102,1,119908212
LOC644237,1,119940313
LOC644242,1,119941857
LOC391081,1,119945486
ZNF697,1,119963529
PHGDH,1,120056033
HMGCS2,1,120092525
REG4,1,120138231
NBPF7,1,120178911
LOC644293,1,120210792
ADAM30,1,120237679
NOTCH2,1,120255699
LOC644312,1,120606863
LOC644323,1,120635141
LOC653820,1,120639285
LOC644331,1,120678024
HIST2H2BA,1,120707566
LOC440607,1,120728657
LOC653464,1,120792317
MTIF2P1,1,120945667
LOC647121,1,120962439
LOC644373,1,141510795
LOC644404,1,141607468
LOC375010,1,141640893
LOC644424,1,141744543
LOC642309,1,141767077
LOC644433,1,141787630
LOC644450,1,141815040
LOC644465,1,141863289
LOC401131,1,141959961
LOC644481,1,142025406
LOC644488,1,142028646
LOC644521,1,142215845
LOC644530,1,142239317
LOC644539,1,142244176
LOC644565,1,142308784
LOC644577,1,142339868
RNU1P10,1,142438537
RNU1P6,1,142464652
LOC642441,1,142535100
LOC644591,1,142555949
LOC644598,1,142615219
LOC647135,1,142624798
LOC644605,1,142625506
LOC644614,1,142789334
LOC647143,1,142858011
LOC644626,1,142935085
LOC644642,1,142987251
LOC644655,1,143034817
LOC440667,1,143051259
LOC653505,1,143072102
LOC644677,1,143167530
LOC644687,1,143179049
LOC440669,1,143222080
LOC644724,1,143318217
C1orf152,1,143321376
LOC653513,1,143387784
PDE4DIP,1,143562783
SEC22L1,1,143807785
NUDT4P1,1,143848636
NOTCH2NL,1,143920471
LOC644474,1,144072123
HFE2,1,144124635
TXNIP,1,144149939
POLR3GL,1,144167593
ANKRD34,1,144181871
LIX1L,1,144188442
RBM8A,1,144218995
GNRHR2,1,144221177
PEX11B,1,144227740
ITGA10,1,144236347
ANKRD35,1,144260601
PIAS3,1,144287389
NUDT17,1,144297848
POLR3C,1,144303962
ZNF364,1,144322393
CD160,1,144407155
PDZK1,1,144439083
LOC653519,1,144595225
LOC653397,1,144633741
LOC644796,1,144721972
NBPF11,1,144744004
LOC644034,1,144771130
LOC653401,1,144786839
LOC644821,1,144804597
NBPF12,1,144926268
LOC644833,1,144979531
LOC644060,1,144989006
LOC441904,1,145020511
LOC644861,1,145023015
PRKAB2,1,145093309
PDIA3P,1,145116054
FMO5,1,145124462
LOC644131,1,145141319
CHD1L,1,145180958
OR13Z1P,1,145357356
OR13Z2P,1,145383935
BCL9,1,145479806
LOC644880,1,145537356
ACP6,1,145585792
GJA5,1,145695517
LOC391092,1,145779720
GJA8,1,145841560
GPR89,1,145867138
LOC644930,1,146018033
NBPF9,1,146038373
LOC644262,1,146068234
LOC653438,1,146083942
LOC644963,1,146101696
FLJ39739,1,146301751
LOC645026,1,146336471
FAM91A3P,1,146374498
LOC645052,1,146381267
PPIAL4,1,146421384
NBPF14,1,146470266
LOC653564,1,146542976
LOC388687,1,146568382
NBPF10,1,146614615
LOC642516,1,146715721
LOC645116,1,146822658
NBPF15,1,146827614
LOC388686,1,146910641
LOC645126,1,147001316
LOC644291,1,147005718
LOC645142,1,147072645
LOC645146,1,147111992
LOC645154,1,147131086
LOC645159,1,147138032
DRD5P2,1,147168915
LOC645166,1,147183038
LOC388689,1,147293674
LOC401967,1,147356499
LOC645184,1,147379314
RNU1P9,1,147490682
LOC645239,1,147506524
LOC388692,1,147554978
LOC645262,1,147572540
LOC644410,1,147635901
LOC653593,1,147665423
LOC440686,1,147666756
LOC653594,1,147716487
LOC653598,1,147819287
LOC440685,1,147841421
FAM91A2,1,147841421
LOC653496,1,147843237
LOC644634,1,147942347
LOC199882,1,147958062
FCGR1A,1,148020912
HIST2H2BF,1,148049907
LOC653604,1,148051450
HIST2H3A,1,148078943
HIST2H2AA,1,148080409
HIST2H2BC,1,148088588
LOC653610,1,148089098
LOC653611,1,148090552
HIST2H4,1,148098954
HIST2H2BE,1,148122634
HIST2H2AC,1,148125149
HIST2H2AB,1,148125643
BOLA1,1,148137825
SV2A,1,148141859
SF3B4,1,148161835
MTMR11,1,148167168
ZA20D1,1,148181959
LOC441907,1,148292470
VPS45A,1,148306487
PLEKHO1,1,148388794
ANP32E,1,148457479
CA14,1,148488047
APH1A,1,148504428
C1orf54,1,148511822
C1orf51,1,148521853
MRPS21,1,148532893
PRPF3,1,148560642
KIAA0460,1,148603211
TARSL1,1,148726544
ECM1,1,148747207
ADAMTSL4,1,148788510
C1orf138,1,148799302
MCL1,1,148813658
ENSA,1,148861223
GOLPH3L,1,148885330
HORMAD1,1,148937166
CTSS,1,148969175
CTSK,1,149035311
ARNT,1,149048810
CYCSP51,1,149142996
SETDB1,1,149165512
LASS2,1,149204286
ANXA9,1,149221178
FAM63A,1,149235183
PRUNE,1,149247597
BNIPL,1,149275716
C1orf56,1,149286883
CDC42SE1,1,149290084
MLLT11,1,149298775
MGC29891,1,149309704
SEMA6C,1,149370785
TNFAIP8L2,1,149395755
LYSMD1,1,149398848
SCNM1,1,149405141
TMOD4,1,149409087
VPS72,1,149415558
PIP5K1A,1,149437696
PSMD4,1,149493821
ZNF687,1,149521415
PIK4CB,1,149531037
RFX5,1,149579740
SELENBP1,1,149603404
PSMB4,1,149638665
POGZ,1,149641824
CGN,1,149750500
TUFT1,1,149779405
SNX27,1,149851286
TNRC4,1,149941454
FLJ36032,1,149949593
LOC645469,1,149956931
LOC645473,1,149970652
MRPL9,1,149998747
OAZ3,1,150005755
TDRKH,1,150010664
LRRN6D,1,150039389
RORC,1,150045171
THEM5,1,150084844
LOC645499,1,150109972
THEM4,1,150112684
LOC391099,1,150148587
S100A10,1,150222018
LOC441908,1,150253435
S100A11,1,150271606
LOC645527,1,150300266
LOC645539,1,150317052
THHL1,1,150323244
THH,1,150345423
HDHD1CP,1,150362364
RPTN,1,150392705
HRNR,1,150451182
FLG,1,150541275
FLG2,1,150587841
CRNN,1,150648343
LCE5A,1,150749944
C1orf42,1,150753602
LCE3E,1,150804754
LCE3D,1,150818484
LCE3C,1,150839832
LCE3B,1,150852911
LCE3A,1,150861934
LCE2D,1,150902496
LCE2C,1,150914395
LCE2B,1,150925223
LCE2A,1,150937464
LCE4A,1,150948176
C1orf45,1,150997130
LCE1F,1,151015472
LCE1E,1,151025377
LCE1D,1,151036895
LCE1C,1,151043935
LCE1B,1,151051071
LCE1A,1,151066573
SMCP,1,151117422
IVL,1,151147663
SPRR4,1,151209752
SPRR1A,1,151223181
SPRR3,1,151240849
LOC645810,1,151258452
LOC645813,1,151263062
SPRR1B,1,151270303
SPRR2D,1,151278833
SPRR2A,1,151295220
SPRR2B,1,151309341
SPRR2E,1,151332235
SPRR2F,1,151351236
SPRR2C,1,151379231
SPRR2G,1,151388682
LELP1,1,151442543
LOC391102,1,151462919
LOR,1,151498824
PGLYRP3,1,151536962
PGLYRP4,1,151569220
S100A9,1,151596954
S100A12,1,151612808
LOC645900,1,151618917
S100A8,1,151629132
LOC645908,1,151635691
S100A7L1,1,151655624
LOC645922,1,151676158
S100A7,1,151696845
S100A6,1,151773700
S100A5,1,151776247
S100A4,1,151782722
S100A3,1,151786433
S100A2,1,151800208
S100A16,1,151845991
S100A14,1,151853355
S100A13,1,151857899
S100A1,1,151867497
C1orf77,1,151873149
SNAPAP,1,151897824
ILF2,1,151901138
NPR1,1,151917737
C1orf60,1,151967191
SLC27A3,1,152014392
LOC343052,1,152033063
GATAD2B,1,152045729
LOC645965,1,152091085
KIAA0476,1,152168607
LOC645977,1,152181385
CRTC2,1,152186775
SLC39A1,1,152198212
CREB3L4,1,152207021
JTB,1,152213369
RAB13,1,152220751
RPS27,1,152229853
NUP210L,1,152231785
TPM3,1,152395464
C1orf189,1,152438472
C1orf43,1,152445807
UBAP2L,1,152460067
HAX1,1,152511663
LOC653690,1,152551562
AQP10,1,152560216
ATP8B2,1,152564660
MRPS33P1,1,152617052
IL6R,1,152644293
SHE,1,152718581
TDRD10,1,152741319
UBE2Q1,1,152787677
CHRNB2,1,152806881
ADAR,1,152821157
KCNN3,1,152946526
PMVK,1,153163834
PBXIP1,1,153183180
PYGO2,1,153196126
SHC1,1,153201398
CKS1B,1,153213838
FLAD1,1,153222441
LENEP,1,153232686
ZBTB7B,1,153253548
DCST2,1,153257629
DCST1,1,153272924
ADAM15,1,153290386
EFNA4,1,153302837
EFNA3,1,153317972
EFNA1,1,153366973
RAG1AP1,1,153374950
DPM3,1,153378991
KRTCAP2,1,153408508
TRIM46,1,153412984
MUC1,1,153424924
THBS3,1,153432003
MTX1,1,153445114
GBAP,1,153450241
MTX1P,1,153467391
GBA,1,153470867
C1orf2,1,153483620
SCAMP3,1,153492394
CLK2,1,153499283
HCN3,1,153513998
PKLR,1,153526254
FDPS,1,153545374
C1orf104,1,153553278
RUSC1,1,153560992
ASH1L,1,153573368
LOC645682,1,153669561
LOC645676,1,153797817
LOC284620,1,153826943
MRPS29P1,1,153835228
MSTO1,1,153846631
YY1AP1,1,153895869
DAP3,1,153925498
LOC653661,1,153981533
GON4,1,154001199
SYT11,1,154095924
RIT1,1,154136513
KIAA0907,1,154149460
RLN3R2,1,154178125
ARHGEF2,1,154183269
SSR2,1,154245464
UBQLN4,1,154271716
MAPBPIP,1,154291229
RAB25,1,154297606
LOC92312,1,154308429
LMNA,1,154351122
SEMA4A,1,154390012
KIAA0446,1,154430523
PMF1,1,154449440
BGLAP,1,154478629
PAQR6,1,154479831
EST1B,1,154485639
MGC13102,1,154519363
C1orf85,1,154529108
VHLL,1,154535039
CCT3,1,154545376
C1orf182,1,154573727
RHBG,1,154605627
C1orf61,1,154640679
MEF2D,1,154700143
IQGAP3,1,154761821
TTC24,1,154817781
APOA1BP,1,154828194
GPATC4,1,154830903
HAPLN2,1,154855710
LOC646129,1,154874531
BCAN,1,154878364
NES,1,154905179
CRABP2,1,154936027
ISG20L2,1,154959037
C1orf66,1,154964902
MRPL24,1,154973718
HDGF,1,154978526
PRCC,1,155003898
SH2D2A,1,155042659
NTRK1,1,155052166
INSRR,1,155077289
LOC646149,1,155130147
PEAR1,1,155141816
C1orf92,1,155157324
ARHGEF11,1,155171256
LOC246784,1,155295647
LOC149501,1,155309053
FLJ16478,1,155328460
CYCSP52,1,155364778
ETV3,1,155369600
LOC646194,1,155431071
FCRL5,1,155749791
FCRL4,1,155810163
FCRL3,1,155912895
LOC148300,1,155945410
LOC391106,1,155960663
FCRL2,1,155982150
FCRL1,1,156031275
CD5L,1,156067330
MRPS21P2,1,156097611
KIRREL,1,156229687
LOC646268,1,156368461
LOC646270,1,156410782
CD1D,1,156416361
CD1A,1,156490551
CD1C,1,156526428
CD1B,1,156564403
CD1E,1,156590403
OR10T2,1,156634936
OR10K2,1,156656342
LOC646289,1,156681484
OR10K1,1,156701976
OR10R2,1,156716292
OR10R3P,1,156727633
LOC646298,1,156736821
HSPCAL1,1,156760085
OR6Y1,1,156783542
OR6P1,1,156799068
OR10X1,1,156815333
OR10Z1,1,156842853
SPTA1,1,156847120
OR6K1P,1,156930953
OR6K2,1,156936092
OR6K3,1,156953582
OR6K4P,1,156960569
OR6K5P,1,156978982
OR6K6,1,156991230
OR6N1,1,157002158
OR6N2,1,157013096
OR2AQ1P,1,157032411
OR10AA1P,1,157044816
MNDA,1,157067792
LOC646377,1,157111994
PYHIN1,1,157167974
LOC646381,1,157235194
IFI16,1,157246332
AIM2,1,157298899
IGSF4B,1,157408044
FY,1,157441134
LOC127150,1,157483630
OR10J2P,1,157515458
FCER1A,1,157526128
OR10J3,1,157550084
OR10J7P,1,157587465
OR10J8P,1,157602575
OR10J9P,1,157641837
OR10J4P,1,157668618
OR10J1,1,157676173
OR10J5,1,157771492
LOC646430,1,157790282
OR10AE1P,1,157818037
APCS,1,157824240
OR10J6P,1,157834712
CRPP1,1,157941384
CRP,1,157948703
LOC646446,1,157995584
DUSP23,1,158017383
FCRL6,1,158038838
SLAMF8,1,158063225
VSIG8,1,158090730
CCDC19,1,158108782
TAGLN2,1,158154527
IGSF9,1,158163455
SLAMF9,1,158187908
LOC391124,1,158254424
PIGM,1,158266307
KCNJ10,1,158274659
KCNJ9,1,158317984
IGSF8,1,158327754
ATP1A2,1,158352172
ATP1A4,1,158387987
CASQ1,1,158427020
PEA15,1,158441749
WDR42A,1,158452129
LOC653750,1,158489328
LOC388707,1,158502666
PEX19,1,158513226
COPA,1,158525687
LOC474338,1,158553679
NCSTN,1,158579687
NHLH1,1,158603498
VANGL2,1,158636988
SLAMF6,1,158721444
CD84,1,158782419
SLAMF1,1,158846513
CD48,1,158915160
SLAMF7,1,158975701
LY9,1,159032552
CD244,1,159066574
ITLN1,1,159112954
LOC646347,1,159128044
ITLN2,1,159181440
F11R,1,159232608
USF1,1,159275665
ARHGAP30,1,159283356
PVRL4,1,159308120
KARCA1,1,159334778
PFDN2,1,159336970
NIT1,1,159354515
DEDD,1,159357395
UFC1,1,159390173
USP21,1,159395878
PPOX,1,159402818
B4GALT3,1,159407725
ADAMTS4,1,159426162
NDUFS2,1,159435729
FCER1G,1,159451711
APOA2,1,159458707
TOMM40L,1,159462477
NR1I3,1,159466081
LOC646539,1,159495147
MPZ,1,159541149
SDHC,1,159550794
C1orf192,1,159601145
LOC148430,1,159642482
FCGR2A,1,159741844
HSPA6,1,159760660
FCGR3A,1,159778173
FCGR3B,1,159859677
FCGR2B,1,159899564
LOC641311,1,159920115
FCRLM1,1,159943386
FCRLM2,1,159959081
DUSP12,1,159986205
ATF6,1,160002708
LOC646470,1,160126732
OLFML2B,1,160219606
NOS1AP,1,160306205
C1orf111,1,160610431
LOC400793,1,160615262
SH2D1B,1,160631680
LOC646604,1,160681057
UHMK1,1,160734279
UAP1,1,160797947
DDR2,1,160868852
HSD17B7,1,161027120
C1orf110,1,161087730
RGS4,1,161305775
LOC646617,1,161330036
RGS5,1,161378716
CDCA1,1,161558349
LOC646634,1,162592434
PBX1,1,162795561
LMX1A,1,163437729
RXRG,1,163636974
LRRC52,1,163779868
LOC401974,1,163817442
MGST3,1,163867074
ALDH9A1,1,163898077
LOC440700,1,163944144
TMCO1,1,163963131
LOC391126,1,164055214
UCK2,1,164063514
LOC401975,1,164258076
LOC646676,1,164293815
FAM78B,1,164305880
LOC284685,1,164511316
LOC116123,1,164839777
LOC646688,1,164983240
LOC646690,1,164999195
LOC646693,1,165032127
POGK,1,165075348
TADA1L,1,165092371
C1orf32,1,165154620
MAEL,1,165225143
GPA33,1,165288706
DUSP27,1,165329972
LOC391130,1,165398284
POU2F1,1,165456767
CD3Z,1,165666505
SRD5BP1,1,165755400
CREG1,1,165776874
RCSD1,1,165865954
MPZL1,1,165957832
SAC,1,166045506
BRP44,1,166153934
IQWD1,1,166172532
LOC653763,1,166291197
GPR161,1,166320621
TIPRL,1,166414795
RPL34P1,1,166446478
SFT2D2,1,166461870
MGC12538,1,166481431
TBX19,1,166516902
LOC441914,1,166604916
XCL2,1,166776627
XCL1,1,166812480
DPT,1,166931330
bA375F2.1,1,167133971
LOC646757,1,167145041
LOC391132,1,167168479
ATP1B1,1,167342571
NME7,1,167368393
BLZF1,1,167603818
C1orf114,1,167630738
SLC19A2,1,167699791
LOC646771,1,167722008
F5,1,167750033
SELP,1,167824714
SELL,1,167926432
SELE,1,167958406
LOC646776,1,167983441
C1orf156,1,168028294
C1orf112,1,168031174
SCYL3,1,168088854
KIFAP3,1,168157094
MRPS10P1,1,168225840
SIGLECP14,1,168351384
C1orf184,1,168381873
LOC646796,1,168745732
SCYL1BP1,1,168767894
PRRX1,1,168899937
LOC646669,1,168902977
C1orf129,1,169171295
LOC646804,1,169312712
FMO3,1,169326660
FMO6,1,169373503
FMO2,1,169421012
FMO1,1,169484287
FMO4,1,169550110
TOP1P1,1,169574665
CYCSP53,1,169680447
BAT2D1,1,169721290
MYOC,1,169871180
LOC391135,1,169918829
VAMP4,1,169935923
LOC391136,1,169997757
KIAA0859,1,170017384
LOC391137,1,170036137
LOC127099,1,170060374
DNM3,1,170077261
C1orf105,1,170656453
PIGC,1,170677220
C1orf9,1,170768112
FASLG,1,170894808
LOC441915,1,170979878
TNFSF18,1,171277074
LOC391139,1,171376862
LOC646861,1,171382684
TNFSF4,1,171419493
LOC646870,1,171653557
PRDX6,1,171713109
SLC9A11,1,171736234
ANKRD45,1,171844098
KLHL20,1,171950703
C1orf155,1,172035628
DARS2,1,172060581
GAS5,1,172099015
ZBTB37,1,172104155
SERPINC1,1,172139565
RC3H1,1,172172540
KIAA0492,1,172252210
RABGAP1L,1,172395270
GPR52,1,172683835
CACYBP,1,173235194
MRPS14,1,173249751
LOC646891,1,173280263
TNN,1,173303617
KIAA0040,1,173392746
LOC646905,1,173509585
TNR,1,173558558
RFWD2,1,174180590
LOC391140,1,174466943
PAPPA2,1,174698930
ASTN,1,175096826
FAM5B,1,175407256
LZTR2,1,176164904
LOC646957,1,176243311
RASAL2,1,176330253
FLJ44005,1,176729657
C1orf49,1,176748833
FLJ35530,1,176778554
LOC646976,1,176960070
RALGPS2,1,176960923
LOC646981,1,176982753
ANGPTL1,1,177085293
FAM20B,1,177261697
TOR3A,1,177317846
ABL2,1,177343380
SOAT1,1,177529640
C1orf125,1,177601738
NPHS2,1,177786299
LOC126860,1,177824383
TDRD5,1,177827648
C1orf76,1,177978921
TOR1AIP2,1,178080576
IFRG15,1,178100539
TOR1AIP1,1,178118043
CAP350,1,178190747
QSCN6,1,178390591
LOC646827,1,178426748
LHX4,1,178466065
ACBD6,1,178523988
XPR1,1,178867796
LOC647018,1,179143566
KIAA1614,1,179163912
LOC391142,1,179189183
STX6,1,179208798
MR1,1,179269762
IER5,1,179324261
LOC647041,1,179553898
CACNA1E,1,179719339
ZNF648,1,180290328
LOC647058,1,180517560
GLUL,1,180618292
TEDDM1,1,180634045
C1orf120,1,180643379
LOC127671,1,180662102
RGSL2,1,180685915
RGSL1,1,180724041
RNASEL,1,180809395
RGS16,1,180834381
RGS8,1,180882415
NPL,1,181028017
LOC647070,1,181072954
DHX9,1,181075165
C1orf14,1,181135624
LOC343326,1,181194832
LAMC1,1,181259176
LAMC2,1,181422022
NMNAT2,1,181484002
C1orf16,1,181708257
NCF2,1,181791320
ARPC5,1,181861955
RGL1,1,181871843
APOBEC4,1,181882164
GLT25D2,1,182171594
C1orf19,1,182287469
C1orf21,1,182622773
LOC653815,1,182925994
C1orf22,1,182926260
C1orf24,1,183026791
RNF2,1,183281174
C1orf25,1,183353856
C1orf26,1,183392914
IVNS1ABP,1,183532143
HMCN1,1,183970306
PRG4,1,184532041
TPR,1,184549581
C1orf27,1,184611624
OCLM,1,184636327
PDC,1,184679337
PTGS2,1,184907592
PLA2G4A,1,185064728
FDPSL1,1,185786865
LOC647119,1,185867102
C1orf99,1,185876981
LOC647125,1,186688876
LOC647127,1,186807896
LOC647129,1,186967315
LOC647132,1,188225203
FAM5C,1,188333420
LOC647140,1,188853933
LOC440704,1,188860649
LOC647146,1,189472856
LOC647149,1,190111254
RGS18,1,190394215
LOC647150,1,190481972
RGS1,1,190811480
RGS13,1,190871905
LOC388720,1,190951894
RGS2,1,191044794
UCHL5,1,191251522
TROVE2,1,191295787
GLRX2,1,191332223
CDC73,1,191357784
B3GALT2,1,191414799
LOC647161,1,192053651
LOC647165,1,192353870
LOC647167,1,192424720
LOC647170,1,193634447
KCNT2,1,194461536
CFH,1,194887764
CFHL4,1,195010571
CFHL3,1,195010596
CFHL1,1,195055521
CFHL2,1,195179557
CFHL5,1,195213327
F13B,1,195274944
ASPM,1,195320077
ZBTB41,1,195389437
LOC127011,1,195458110
CRB1,1,195504031
MRPS21P3,1,195599570
FLJ20054,1,195745380
DENND1B,1,195788008
C1orf53,1,196138400
LHX9,1,196148258
LOC647195,1,196433532
NEK7,1,196468306
ATP6V1G3,1,196758975
PTPRC,1,196874848
LOC647198,1,197063901
LOC647201,1,197479421
LOC647202,1,197622196
LOC647204,1,197982467
NR5A2,1,198263393
FAM58B,1,198449429
LOC647209,1,198563770
ZNF281,1,198642043
KIF14,1,198787930
DDX59,1,198859647
CAMSAP1L1,1,198975309
GPR25,1,199108789
C1orf106,1,199127292
LOC647215,1,199151187
LOC647216,1,199193615
KIF21B,1,199205143
CACNA1S,1,199275265
LOC647219,1,199350262
TMEM9,1,199370523
LOC440706,1,199427630
DKFZp434B1231,1,199448393
PKP1,1,199519203
TNNT2,1,199594765
LAD1,1,199616589
TNNI1,1,199639518
PHLDA3,1,199701245
CSRP1,1,199719283
LOC376693,1,199755656
LOC647225,1,199858636
NAV1,1,199884073
IPO9,1,200064961
TMEM58,1,200124655
LMOD1,1,200132205
TIMM17A,1,200191271
LOC391151,1,200214393
RNPEP,1,200218389
ELF3,1,200243696
GPR37L1,1,200358652
ARL8A,1,200368600
PTPN7,1,200382766
PTPRV,1,200403802
LGR6,1,200429741
UBE2T,1,200567408
PPP1R12B,1,200584459
CYCSP4,1,200605277
LOC653805,1,200707548
LOC647056,1,200765901
LOC647052,1,200784861
SYT2,1,200831511
JARID1B,1,200963155
LOC163556,1,201056014
LOC647059,1,201085852
LOC148709,1,201108814
RABIF,1,201114708
KLHL12,1,201126853
ADIPOR1,1,201176576
LOC647243,1,201193620
CYB5R1,1,201197624
LOC401980,1,201222356
C1orf37,1,201243159
LOC647246,1,201262327
PPFIA4,1,201286934
MYOG,1,201318883
ADORA1,1,201326405
MYBPH,1,201403562
CHI3L1,1,201414553
CHIT1,1,201452418
BTG2,1,201541287
FMOD,1,201576375
PRELP,1,201711506
OPTC,1,201729894
LOC647250,1,201764869
ATP2B4,1,201862551
MGC5457,1,201966334
LAX1,1,202000960
ZC3H11A,1,202035086
LOC647252,1,202041357
SNRPE,1,202097363
LOC391155,1,202108325
C1orf157,1,202268198
SOX13,1,202308869
ETNK2,1,202366814
REN,1,202390571
KISS1,1,202426092
GOLT1A,1,202433911
PLEKHA6,1,202454604
LOC641293,1,202582508
PPP1R15B,1,202639143
PIK3C2B,1,202658384
MDM4,1,202752189
LRRN5,1,202852924
NFASC,1,203064405
CNTN2,1,203278963
LOC388730,1,203318880
RBBP5,1,203322602
RIPK5,1,203378256
TMCC2,1,203463714
NUAK2,1,203537814
KLHDC8A,1,203572271
LEMD1,1,203617136
LOC284577,1,203691686
PCTK3,1,203740350
MFSD4,1,203804785
LOC653827,1,203837678
